1,游客中心,150,100
2,博物馆,250,200
3,餐厅,350,300
4,儿童游乐场,450,400
5,纪念品店,550,500
6,观景台,150,300
7,植物园,250,400
8,咖啡厅,350,500
9,信息亭,450,600
10,照相馆,550,700
11,水上乐园,150,600
12,动物园,250,700
13,露天剧场,350,800
14,野餐区,450,850
15,自行车租赁,550,950
16,滑梯,150,800
17,旋转木马,250,900
18,碰碰车,350,1000
19,摩天轮,450,950
20,过山车,550,900
21,迷宫,150,950
22,攀岩墙,250,850
23,水上步行球,350,750
24,滑水道,450,650
25,沙滩排球场,550,550
26,湖心岛,150,750
27,游船码头,250,650
28,钓鱼区,350,550
29,水上运动中心,450,450
30,沙滩,550,350
31,观景缆车,150,450
32,高尔夫球场,250,350
33,网球场,350,250
34,篮球场,450,150
35,足球场,550,50
36,排球场,150,50
37,羽毛球馆,250,150
38,乒乓球室,350,250
39,健身房,450,350
40,游泳池,550,450
41,SPA中心,150,600
42,图书馆,250,700
43,艺术画廊,350,800
44,音乐厅,450,900
45,电影院,550,1000
46,科学探索馆,150,1100
47,天文台,250,1200
48,生态保护区,350,1300
49,蝴蝶园,450,1400
50,鸟类观察站,550,1500
51, 植物园温室, 150, 1150
52, 历史遗迹, 250, 1250
53, 迷你高尔夫球场, 350, 1350
54, 宠物乐园, 450, 1450
55, 音乐喷泉, 550, 1550
56, 夜市, 150, 1650
57, 手工艺品市场, 250, 1750
58, 传统茶馆, 350, 1850
59, 文化艺术中心, 450, 1950
60, 风筝放飞区, 550, 2050
61, 户外电影放映区, 150, 2150
62, 环保教育基地, 250, 2250
63, 野生动植物救助站, 350, 2350
64, 环保科技展览馆, 450, 2450
65, 绿色能源展示区, 550, 2550
#
1,2,141,0.85,0.95,1
2,1,141,0.85,0.95,1
1,3,283,0.80,0.90,0
3,1,283,0.80,0.90,0
1,4,424,0.75,0.85,1
4,1,424,0.75,0.85,1
1,5,566,0.70,0.80,0
5,1,566,0.70,0.80,0
1,6,200,0.65,0.75,1
6,1,200,0.65,0.75,1
2,3,141,0.60,0.70,1
3,2,141,0.60,0.70,1
2,7,200,0.55,0.65,0
7,2,200,0.55,0.65,0
2,8,316,0.50,0.60,1
8,2,316,0.50,0.60,1
3,9,316,0.45,0.55,0
9,3,316,0.45,0.55,0
3,10,447,0.40,0.50,1
10,3,447,0.40,0.50,1
4,11,361,0.35,0.45,0
11,4,361,0.35,0.45,0
4,12,361,0.30,0.40,1
12,4,361,0.30,0.40,1
5,13,361,0.25,0.35,0
13,5,361,0.25,0.35,0
5,14,364,0.20,0.30,1
14,5,364,0.20,0.30,1
6,15,763,0.15,0.25,0
15,6,763,0.15,0.25,0
6,16,500,0.10,0.20,1
16,6,500,0.10,0.20,1
7,17,500,0.85,0.95,0
17,7,500,0.85,0.95,0
7,18,608,0.80,0.90,1
18,7,608,0.80,0.90,1
8,19,461,0.75,0.85,0
19,8,461,0.75,0.85,0
8,20,447,0.70,0.80,1
20,8,447,0.70,0.80,1
9,21,461,0.65,0.75,0
21,9,461,0.65,0.75,0
9,22,320,0.60,0.70,1
22,9,320,0.60,0.70,1
10,23,206,0.55,0.65,0
23,10,206,0.55,0.65,0
10,24,112,0.50,0.60,1
24,10,112,0.50,0.60,1
11,25,403,0.45,0.55,0
25,11,403,0.45,0.55,0
11,26,150,0.40,0.50,1
26,11,150,0.40,0.50,1
12,27,50,0.35,0.45,0
27,12,50,0.35,0.45,0
12,28,180,0.30,0.40,1
28,12,180,0.30,0.40,1
13,29,364,0.25,0.35,0
29,13,364,0.25,0.35,0
13,30,492,0.20,0.30,1
30,13,492,0.20,0.30,1
14,31,500,0.15,0.25,0
31,14,500,0.15,0.25,0
14,32,539,0.10,0.20,1
32,14,539,0.10,0.20,1
15,33,728,0.85,0.95,0
33,15,728,0.85,0.95,0
15,34,806,0.80,0.90,1
34,15,806,0.80,0.90,1
16,35,850,0.75,0.85,0
35,16,850,0.75,0.85,0
16,36,750,0.70,0.80,1
36,16,750,0.70,0.80,1
17,37,750,0.65,0.75,0
37,17,750,0.65,0.75,0
17,38,658,0.60,0.70,1
38,17,658,0.60,0.70,1
18,39,658,0.55,0.65,0
39,18,658,0.55,0.65,0
18,40,585,0.50,0.60,1
40,18,585,0.50,0.60,1
19,41,461,0.45,0.55,0
41,19,461,0.45,0.55,0
19,42,320,0.40,0.50,1
42,19,320,0.40,0.50,1
20,43,224,0.35,0.45,0
43,20,224,0.35,0.45,0
20,44,100,0.30,0.40,1
44,20,100,0.30,0.40,1
21,45,403,0.25,0.35,0
45,21,403,0.25,0.35,0
21,46,150,0.20,0.30,1
46,21,150,0.20,0.30,1
22,47,350,0.15,0.25,0
47,22,350,0.15,0.25,0
22,48,461,0.10,0.20,1
48,22,461,0.10,0.20,1
23,49,658,0.05,0.15,0
49,23,658,0.05,0.15,0
23,50,776,0.90,1.00,1
50,23,776,0.90,1.00,1
24,51,583,0.85,0.95,0
51,24,583,0.85,0.95,0
24,52,632,0.80,0.90,1
52,24,632,0.80,0.90,1
25,53,825,0.75,0.85,0
53,25,825,0.75,0.85,0
25,54,906,0.70,0.80,1
54,25,906,0.70,0.80,1
26,55,894,0.65,0.75,0
55,26,894,0.65,0.75,0
26,56,900,0.60,0.70,1
56,26,900,0.60,0.70,1
27,57,1100,0.55,0.65,0
57,27,1100,0.55,0.65,0
27,58,1204,0.50,0.60,1
